,news,label,Unnamed: 0
11229,"NEW YORK - It certainly sounds like bad news when a company fires seven executives for financial malfeasance, lays off 3,500 employees and advises investors that it expects sluggish market growth for the year. But for Ontario-based Nortel Networks, it #39;s ...",3,5229.0
11230,Union negotiators today claimed they were close to agreeing a pay deal with British Airways to avoid a bank holiday strike and the resulting travel chaos. ,3,5230.0
11231,"Rouse Co., the Baltimore-based real estate investment trust that owns the Mall St. Matthews, is being sold to Chicago-based General Growth Properties Inc. for \$7.2 billion, according to a report in the Baltimore Business Journal. ",3,5231.0
11232,NEW YORK (Dow Jones)--Chinadotcom Corp. (CHINA) said government-controlled China Mobile Communications Corp. imposed sanctions on its Go2joy mobile applications unit for alleged offenses in its business practice. ,3,5232.0
11233,"While they have been quick to say how much customers will enjoy doing business with Bank of America now that it has taken over Fleet branches, bank officials have had little information to offer about how jobs will be impacted by the ...",3,5233.0
11234,"PASADENA, CALIF. - Two helicopter stunt pilots from Hollywood will try to snag a capsule of stardust in midair, NASA has announced. ",4,5234.0
11235,"SHIPKA, Bulgaria (Reuters) - A Bulgarian archaeologist has unearthed an ancient gold mask and a ring featuring an  quot;Olympic quot; rower in what he called an unrivalled find in the study of classical antiquity. ",4,5235.0
11236,"Just over half of US Internet users now connect through broadband, according to a new survey. Nielsen/Netratings reports that in July, 51 percent of Internet users had DSL, cable, or other fast connections, up dramatically from 38 percent in ...",4,5236.0
11237,ATHENS (Reuters) - Greece looks set to lose the first medal it won at the Athens Olympics after bronze-winning weightlifter Leonidas Sampanis failed a drugs test. ,2,5237.0
11238,American Gary Hall has defended his Olympic 50m freestyle title in a hotly-contested race in Athens. ,2,5238.0
11239,"LONDON, Aug 20 (Reuters) - Steve Harmison took eight wickets against a hapless West Indies to leave England in sight of a seventh successive victory on day two of the fourth test at the Oval on Friday. ",2,5239.0
11240,"ATHENS, Greece -- Erin Mirabella of the United States predicted a fast track for the opening day of track cycling competition at the Olympic Velodrome on Friday. ",2,5240.0
11241,"Alan Webb, who was supposed to end America #39;s streak of mediocrity in middle-distance races, got outmaneuvered and outrun as he failed to make it out of the preliminary round in the 1,500 meters. ",2,5241.0
11242,"NAJAF, Iraq (Reuters) - Shi #39;ite fighters appeared still to be in control of a holy shrine in Najaf on Friday after Iraq #39;s interim government said it had overcome a bloody uprising by seizing the Imam Ali mosque without a shot being ...",1,5242.0
11243,"Russian President Vladimir Putin expressed hope on August 20, that the Georgian and South Ossetian sides will show political will and follow undertaken commitments over ceasefire. ",1,5243.0
11244,"BUDAPEST, HUNGARY (BosNewsLife)-- Hungary #39;s ruling Socialist Party confirmed Friday, August 20, it had accepted the resignation of Prime Minister Peter Medgyessy and will shortly name a successor. The government crisis overshadowed Friday #39;s celebrations ...",1,5244.0
11245,"Madrid, Spain (CNN) -- Police arrested two men on Friday in eastern Spain for alleged links to the Madrid train bombings last March, an Interior Ministry spokeswoman told CNN. ",1,5245.0
11246,"The New Jersey-based Accoona Corporation, an industry pioneer in artificial intelligence search technology, announced on Monday the launch of Accoona.",3,5246.0
11247,"AP - Mistakes defined Oakland's dismal 2003 season opener, and they showed up again in the team's exhibition opener: costly penalties and boneheaded decisions abounded.",2,5247.0
11248,Germany drops proceedings against ex-Argentine junta officials thought to be involved in the killing of Germans.,1,5248.0
11249,The airline's plan to emerge from bankruptcy may include canceling its pension plans.,3,5249.0
11250,"If the market has made a dent in your retirement account, there are instances when you may deduct the losses.",3,5250.0
11251,NEW YORK (CNN/Money) - Stocks stalled at the open Tuesday as investors shrugged off the impact of weaker crude prices and reports that Johnson  amp; Johnson is seeking to buy Guidant in a \$24 billion deal.,3,5251.0
11252,"The metropolitan Washington region is reaping the rewards of Uncle Sam's procurement spending, with last year marking the highest growth rate of federal contract dollars in the area since the Beltway Bandit days of the 1980s. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",4,5252.0
11253,"Microsoft Corp.'s Xbox video game business will lay off 76 workers and stop making some sports games, the company said.",4,5253.0
11254,"Reuters - Microsoft Corp. (MSFT.O) has closed\a studio operation that made some of its sports video games,\cutting 76 positions, a spokeswoman said on Friday.",4,5254.0
11255,AP - Insurgents in Iraq have kidnapped dozens of people in their campaign to drive out coalition forces and hamper reconstruction:,1,5255.0
11256," CHICAGO (Reuters) - United Airlines on Friday said it has  agreed with its creditors' committee to a 30-day extension,  subject to court approval, of the period during which it can  exclusively file a bankruptcy reorganization plan.",3,5256.0
11257,"SPACE.com - A team of NASA scientists, navigators and helicopter stunt pilots is ready to snatch a space sample canister out of the sky next month when the Genesis spacecraft returns to Earth.",4,5257.0
11258,"SPACE.com - On these late summer evenings \  after the Sun has set, look low in the south for the classical Archer, Sagittarius.",4,5258.0
11259,Reuters - Crude oil prices near  #36;50 a barrel\spurred an attempt by John Kerry's campaign on Friday to\re-inject gasoline price concerns into the election-year\debate.,1,5259.0
11260, NEW YORK (Reuters) - U.S. stocks made gains in light volume  on Friday as investors were encouraged about the prospects for  corporate profits after oil prices eased from their peak.,3,5260.0
11261," NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf on Friday hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired.",1,5261.0
11262," WASHINGTON (Reuters) - Regulators investigating Fannie  Mae's accounting practices have sent subpoenas to the No. 1  U.S. mortgage finance company in connection with the probe, a  source familiar with the matter said on Friday.",3,5262.0
11263,US authorities arrest two alleged members of Palestinian militant group Hamas on racketeering and terrorism charges.,1,5263.0
11264,"Reuters - The U.S. Food and Drug Administration\expects to inspect Boston Scientific Corp.'s Galway, Ireland\factory in the ""near future"" as part of its probe into the\company's coronary stent recall, the Wall Street Journal said\on Friday.",4,5264.0
11265,"AP - A woman in Milwaukee and her ex-boyfriend are under orders to pay thousands to the recording industry. A man in California refinanced his home to pay an  #36;11,000 settlement. A year after it began, the industry's legal campaign against Internet music piracy is inching through the federal courts, producing some unexpected twists.",4,5265.0
11266,Reuters - Linebacker Sedrick Hodge of\the New Orleans Saints was suspended for four games by the NFL\for violating the league's substance abuse policy.,2,5266.0
11267,"Forbes.com - Martha and the Vandellas recorded A 1965 Motown classic that began: ""Nowhere to run to, baby/Nowhere to hide."" With the stock and bond markets not going much of anywhere, you may despair of finding any good liquid investment for your cash. Of course, you can tie up your money for long periods with hedge funds and their ilk, hoping for decent returns. But there are some good alternatives, particularly in the energy sector. In this issue, fellow columnist Richard Lehmann discusses royalty trusts, which focus on oil and gas extraction (see p. 206).",3,5267.0
11268, LONDON (Reuters) - Oil prices eased from new highs on  Friday as dealers pocketed profits from a long record-breaking  run after escalating violence in Iraq took U.S. crude close to  \$50 a barrel.,3,5268.0
11269,"AP - The Miami Hurricanes spent the last year preparing to move to the Atlantic Coast Conference. Are they ready? ""The way I see it, we're just playing easier teams,"" defensive end Bryan Pata said. ""We're going to dominate each and every game.""",2,5269.0
11270," CHICAGO (Reuters) - United Airlines on Friday said it has  agreed with its creditors' committee to a 30-day extension,  subject to court approval, of the period during which it can  exclusively file a bankruptcy reorganization plan.",3,5270.0
11271, NEW YORK (Reuters) - U.S. stocks gained ground in light  volume on Friday as investors were encouraged about the  prospects for corporate profits after oil prices fell from  their peak.,3,5271.0
11272," NEW YORK (Reuters) - U.S. Treasury prices edged lower on  Friday as oil prices retreated from record highs, but trading  was thin as a dearth of data prompted many investors to take  off for an early weekend.",3,5272.0
11273,"The Brazilian government and a United Nations agency team up to help the country reap more financial rewards from its ""creative industries"".",3,5273.0
11274,Credit Suisse today announced that up to 300 jobs will be lost in an overhaul of its troubled investment banking business. The company said its investment arm - Credit Suisse First Boston (CSFB) - would be ,3,5274.0
11275,"ATHENS, Greece - Mark Spitz, you've got company after all. Michael Phelps matched Spitz's record of four individual gold medals in the Olympic pool with a stirring comeback in the 100-meter butterfly, nipping rival and teammate Ian Crocker at the wall Friday night...",1,5275.0
11276,"NAJAF, Iraq - Militiamen loyal to rebel Shiite cleric Muqtada al-Sadr removed weapons from the revered Imam Ali Shrine in Najaf but remained in control of the holy site Friday amid efforts to end their 2-week-old uprising.    Fighters from al-Sadr's Mahdi Army militia were inside the shrine but left their guns outside...",1,5276.0
11277,"CHICAGO - United Airlines would be within its rights to terminate its employee pension plans but hasn't yet decided to do so, an attorney for the carrier said Friday, as two unions urged a judge to block a financing plan they say is predicated on the airline halting fund contributions.    The hearing came a day after the release of court papers in which United warned it ""likely"" will have to end those pension funds in order to secure the loans it needs to get out of bankruptcy...",1,5277.0
11278,roundup Plus: Gmail delivered to desktops...Chinadotcom mobile services suspended...Maker of disposable RFID tags gets millions...Mitsubishi expands solar production.,4,5278.0
11279,Open-source database to jump from beta testing to production within three months.,4,5279.0
11280,Release makes use of technology from CodeWeavers to let customers run applications from Microsoft.,4,5280.0
11281,"Advanced Micro Devices(AMD) will implement the strained silicon manufacturing technique on its upcoming 90-nanometer processors as well as 130-nanometer processors released this quarter, an AMD spokesman said Friday.",4,5281.0
11282,"New strategies to confront global warming took center stage in Buenos Aires on Monday, where thousands of environmentalists and government policy-makers gathered for an international conference on climate change.",1,5282.0
11283,Technology employees are donating slightly more money to the Republican party.,4,5283.0
11284,OS security fix is being rolled out to users who have enabled Automatic Updates.,4,5284.0
11285,"Reuters - United Airlines on Friday said it has\agreed with its creditors' committee to a 30-day extension,\subject to court approval, of the period during which it can\exclusively file a bankruptcy reorganization plan.",3,5285.0
11286,"Reuters - Wet Seal Inc. (WTSLA.O) may have little\choice but to close hundreds of its teen-oriented stores and\convert dozens more to its upscale Arden B. brand if it hopes\to stay out of bankruptcy, analysts said on Friday.",3,5286.0
11287,"Forbes.com - The news from Iran is grim. This islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible Iraq--is clearly on the cusp of becoming a nuclear power. The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ...",3,5287.0
11288,"AP - The Bush administration is taking the narrowest possible view of legal rights the Supreme Court gave to terrorism detainees while trying to fend off any new court challenges. Ultimately the high court probably will weigh in again, lawyers said.",1,5288.0
11289," NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf Friday, hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired.",1,5289.0
11290,"The history of how Christianity became an accepted mainstream religion is an interesting one. If you have never heard the story of the Roman Emperor Constantine and his effect on the world's current religious landscape, read on to learn how one mans actions during his rise to power changed the world forever.      ",4,5290.0
11291,"The company's stock is not as popular as Madden NFL 2005, with its top sales numbers. Yet.",3,5291.0
11292,"Turn out the lights, the party's over for unit that created mainstream sports games for the Xbox. Seventy-six workers lose jobs.",4,5292.0
11293,"By MIKE CORDER    SYDNEY, Australia (AP) -- The distributor of file-swapping giant Kazaa on Friday welcomed a U.S. court's ruling that two of its rivals are not legally liable for the songs, movies and other copyright works shared online by their users...",4,5293.0
11294,"Yahoo Mail Fixes Security Flaws\\Yahoo reportedly fixed two flaws in Yahoo Mail which had the potential to allow a hacker to read a victim's browser cookies and change the appearance of some pages, Yahoo told news services. A Yahoo representative said the flaws were fixed last month by making changes ...",4,5294.0
11295,The Associated Press By Ted Bridis,4,5295.0
11296,"AP - Radical cleric Muqtada al-Sadr has emerged from a bloody, two-week showdown with U.S. forces with his militia intact but his heroic image in question.",1,5296.0
11297,"Forbes.com - The wit who dubbed August ""the dog days of summer"" could have been looking at 2004's tech stocks in his crystal ball. Just what is ailing these critters? Let's look at all of the possible explanations. Perhaps by eliminating the foolish and transient we can discover a theme and pick up some bargains.",3,5297.0
11298,"AP - Hanes is entering the lucrative consumer market of the world's most populous nation, China.",1,5298.0
11299,AP - The Republicans will have one sure Hollywood star for their convention  #151; California Gov. Arnold Schwarzenegger  #151; along with performers to keep the country music fans happy. But they'll be hard-pressed to match the Democratic convention's appeal to young voters led by Ben Affleck.,1,5299.0
11300," NEW YORK (Reuters) - U.S. stocks finished higher on Friday,  as investor worry about high fuel costs crimping consumer  spending and hurting company profits eased after crude oil  prices fell from their peak.",3,5300.0
11301, ATHENS (Reuters) - Michael Phelps won his fifth gold medal  at the Athens Olympics Friday to claim a place alongside Mark  Spitz as one of the greatest swimmers in Olympic history.,2,5301.0
11302,"Reuters - President Bush's campaign spent\ #36;45.8 million in July, the bulk of it on advertising, but he\still had about  #36;32.5 million left to spend before he accepts\his party's nomination next month, according to a filing\released on Friday.",1,5302.0
11303, ATHENS (Reuters) - Ai Shibata wore down French teen-ager  Laure Manaudou to win the women's 800 meters freestyle gold  medal at the Athens Olympics Friday and provide Japan with  their first female swimming champion in 12 years.,2,5303.0
11304," KINSHASA, Democratic Republic of the Congo (Reuters) -  Former rebels and loyalists now in Congo's transitional  government headed to South Africa on Friday for talks on  reviving the country's shaky peace process and improving  regional security, officials said.",1,5304.0
11305," NASSIRIYA, Iraq (Reuters) - A blast ripped through a police  station in the town of Nassiriya in southern Iraq on Friday,  killing three police and wounding others, police said.",1,5305.0
11306,"Some 30,000 Sudanese refugees might cross into Chad to escape persecution by Arab militia, the UN warns.",1,5306.0
11307,The Redskins on Saturday will face a Dolphins team facing a number of issues on offense.,2,5307.0
11308,"ATHENS, Greece - Michael Phelps is done for the Olympics. Shortly after winning his fifth gold medal and seventh overall, Phelps told U.S...",1,5308.0
11309,"MIAMI - Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes.    The IRS filed a federal tax lien in Broward County on Tuesday alleging that baseball's all-time hits king owes \$973,693.28 in back taxes from 1997 to 2002...",1,5309.0
11310,"Seeing Saturn in different wavelengths gives mission scientists a new and stormy picture of weather on the gas giant. While the view in ultraviolet highlights the stratosphere, the view in infrared shows swirling patterns from rotating cloud bands...",4,5310.0
11311,"By MITCH STACY     SARASOTA, Fla. (AP) -- Linda Hammer has helped thousands of adoptees find birth families through her people-finding Web site, weekly radio show and newspaper column...",4,5311.0
11312,An independent researcher finds an Internet Explorer vulnerability that could turn drag-and-drop into drag-and-infect.,4,5312.0
11313,"Shipments go up, prices go down...with more of the same on the horizon.",4,5313.0
11314,"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it.",4,5314.0
11315,"NewsFactor - A federal appeals court has ruled that two peer-to-peer online music-sharing networks, Grokster and StreamCast, are not liable for the illegal swapping of copyrighted music and other entertainment files on their networks.",4,5315.0
11316,"NewsFactor - Apple (Nasdaq: AAPL) has issued a warning related to potential problems with the\batteries in some 28,000 of its 15-inch PowerBook G4 laptop computers,\telling customers that the batteries may pose a fire hazard due to\overheating.",4,5316.0
11317,"NewsFactor - On the heels of -- and perhaps in response to -- its recent struggles with declining market share, mobile-handset maker Nokia (NYSE: NOK) has signed former Coca-Cola executive Keith Pardy to head up its branding efforts. Pardy, a 17-year Coke veteran, was vice president of the company's non-cola branding efforts.",4,5317.0
11318,"NewsFactor - Microsoft's (Nasdaq: MSFT) Service Pack 2 for Windows XP is one of the company's most ambitious operating system updates ever, and -- as expected -- some experts already have discovered security vulnerabilities in the giant patch.",4,5318.0
11319,"NewsFactor - Over the course of this five-part series, CRM Daily examines areas that tend to develop into financial black holes for companies launching or updating a CRM project.",4,5319.0
11320,"NewsFactor - Information Appliance Associates is offering an application that links the \BlackBerry mobile e-mail platform with Mac OS X, further extending BlackBerry's considerable reach.",4,5320.0
11321,AP - The Miami Dolphins have asked Ricky Williams to return  #36;8.6 million they say the running back owes the team because he has decided to retire.,2,5321.0
11322," NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the  long-awaited PC video game recently released to wide acclaim,  is not likely to be released in 2004 dealing a blow to  enthusiastic game players who are anxiously awaiting it.",4,5322.0
11323,AP - Cincinnati Reds closer Danny Graves was placed on the 15-day disabled list Friday because of lower back spasms that flared up during his last outing.,2,5323.0
11324, ATHENS (Reuters) - Michael Phelps clinched his fifth gold  medal and became the first man since Mark Spitz to hold four  individual Olympic swimming titles when he won the 100 meter  butterfly final Friday.,2,5324.0
11325," NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf Friday hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired.",1,5325.0
11326," SAO PAULO, Brazil (Reuters) - The beating to death of four  vagrants and the battering of several others in downtown Sao  Paulo have raised suspicions of death squads as crime soars in  this vast South American city, officials said on Friday.",1,5326.0
11327,A Nato-chartered Ukrainian cargo plane is detained in Brussels after a court ruling in a financial dispute.,1,5327.0
11328,The president's spokesman said the White House had nothing to do with accusations John Kerry lied about his military service.,1,5328.0
11329,"CHARLOTTE, N.C. (AP) -- Democratic presidential candidate John Kerry on Friday traced North Carolina's job loss over the past four years to President Bush's fixation on tax cuts for the wealthy and indifference to the needs of everyday Americans.",1,5329.0
11330,"While they're still a sliver of overall U.S. retail sales, retail online sales continued to rise in the second quarter of the year to \$15.7 billion, according to figures released today by the U.S. Department of Commerce.",4,5330.0
11331,"Based on interviews with J.D. Edwards users and an informal poll conducted by Computerworld, PeopleSoft has yet to win over the new customer base it inherited after buying its former competitor one year ago.",4,5331.0
11332,"An AOL user who logged on to check his online financial portfolio was given access to someone else's data and is calling on AOL to correct what he sees as a security breach. AOL acknowledged an ""issue,"" but said corrective action has been taken.",4,5332.0
11333,"Ending turf battles and ""fiefdoms"" will be as important as IT investments if the U.S. intelligence community is to be successfully overhauled, said Bob Herbold, former executive vice president and COO at Microsoft.",4,5333.0
11334,The GAO and the Department of Homeland Security's inspector general have issued critical reports about IT at the DHS -- a development that calls into question whether a proposed consolidation of U.S. intelligence agencies would lead to the same kinds of problems.,4,5334.0
11335,"After coming under criticism for sitting on patches for multiple holes in its database software, Oracle has announced that it will move to a monthly patch release schedule, though it hasn't said when.",4,5335.0
11336,"A new version of the Download.ject worm has begun spreading on the Internet, according to security firm PivX.",4,5336.0
11337,"This week's HP World is over, and users at the event had a lot of things on their minds.",4,5337.0
11338,"Tech industry political action committees and employees from computer and Internet companies have contributed just over \$1.6 million to President George Bush, and almost the same amount to Democratic challenger Sen. John Kerry.",4,5338.0
11339,"Neah Power Systems, which develops fuel cells for notebooks, raises \$12 million in venture funding.",4,5339.0
11340,"Reuters - American teen-ager Michael Phelps, one\of the superstars of the 2004 Athens Games, added a seventh\medal Friday night to his collection of Olympic keepsakes but\new doping scandals tarnished world sporting's greatest event.",1,5340.0
11341,"Canadian Press - HALIFAX (CP) - As Sam Jennings started to regain consciousness, he saw the dark smoke billowing through his submarine.",1,5341.0
11342,"Reuters - President Bush and a top\adviser have long-standing ties to people behind advertisements\claiming Sen. John Kerry lied about his war record, but the\campaign denied any part in the ads on Friday and criticized\Kerry for ""losing his cool.""",1,5342.0
11343,"MIAMI - Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes. The IRS filed a federal tax lien in Broward County on Tuesday alleging that baseball's all-time hits king owes \$973,693.28 in back taxes from 1997 to 2002...",1,5343.0
11344,"NEW YORK - A welcome slide in oil prices set off a relief rally on Wall Street Friday, with stocks posting a healthy advance as crude approached but then fell back from the \$50 a barrel mark. The major indexes all ended the week higher...",1,5344.0
11345,Reuters - U.S. communications regulators on\Friday issued interim rules that would freeze for six months\the wholesale rates for leasing access to the major U.S. local\telephone networks.,3,5345.0
11346," NEW YORK (Reuters) - U.S. stocks jumped higher on Friday,  as investor worry about high fuel costs crimping consumer  spending and hurting company profits eased after crude oil  prices fell from their peak.",3,5346.0
11347," NEW YORK (Reuters) - General Growth Properties Inc. on  Friday said it would buy Rouse Co. for \$7.2 billion, adding  such swank shopping centers as Chicago's Water Tower Place and  Boston's Fanueil Hall to what is already the nation's second  largest mall portfolio.",3,5347.0
11348," NEW YORK (Reuters) - UAL Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt; , the parent of  United Airlines, said on Friday it would raise its existing \$10  each-way fuel surcharge by an additional \$5 due to soaring fuel  costs.",3,5348.0
11349," WASHINGTON (Reuters) - More than 10 months after moving  boldly to boost the power of U.S. shareholders in choosing  corporate directors, the Securities and Exchange Commission has  become mired in disagreement.",3,5349.0
11350,AFP - Democratic White House hopeful John Kerry's campaign formally alleged that a group attacking his Vietnam war record had illegal ties to US President George W. Bush's reelection bid.,1,5350.0
11351," NEW YORK (Reuters) - U.S. Treasury prices edged lower on  Friday as oil prices retreated from record highs, but trading  was thin as a dearth of data prompted many investors to take  off for an early weekend.",3,5351.0
11352,roundup Plus: Linux release features Windows support...Gmail delivered to desktops...Chinadotcom mobile services suspended...Maker of disposable RFID tags gets millions...Mitsubishi expands solar production.,4,5352.0
11353,"Reuters - A U.S. bankruptcy court judge on Friday\approved a 30-day exclusivity extension for United Airlines,\giving the carrier another month to file its own reorganization\plan without competing plans from creditors.",3,5353.0
11354,"AFP - A Belgian gas explosion in which 20 people were killed may have resulted from a combination of a halt in the gas circulation in a pipeline and existing damage to the main, Belgian television said.",1,5354.0
11355," CHICAGO (Reuters) - A U.S. bankruptcy court judge on Friday  approved a 30-day exclusivity extension for United Airlines,  giving the carrier another month to file its own reorganization  plan without competing plans from creditors.",3,5355.0
11356,"According to the Associated Press, second-year running back Willis McGahee has asked the Buffalo Bills to trade him if he is not named the starter for opening day.",2,5356.0
11357,roundup Plus: More money for fuel cells...Linux release features Windows support...Gmail delivered to desktops.,4,5357.0
11358,"There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board.",4,5358.0
11359,"Organizations frequently pick a corporate-grade IM system -- IBM Lotus Instant Messaging and Web Conferencing, Jabber Messenger, or Microsoft LCS (Live Communications Server), for example -- thinking that internal-only IM is immune from threats.",4,5359.0
11360,"There is no question that IM is entrenched in the enterprise. More than 90 percent of businesses report IM activity, according to Osterman Research. A main reason, as we discovered in ""Getting serious about enterprise IM,"" is the improved productivity and reduced communications costs that IM delivers. What should concern CIOs is that unsanctioned consumer IM networks -- such as those from America Online, ICQ, Microsoft, and Yahoo -- make up 80 percent of corporate IM use today, and the number of users of these unsecured IM networks is growing at a fast clip, according to The Radicati Group. True, public IM networks offer enterprises some protection, such as very basic identity control. But organizations are still exposed to a multitude of security risks, including viruses and breached firewalls.",4,5360.0
11361,AP - Colorado Rockies pitcher Joe Kennedy was suspended Friday for five games and Pittsburgh Pirates catcher Jason Kendall four for their parts in a bench-clearing brawl Sunday.,2,5361.0
11362,AP - Erik Ainge and Brent Schaeffer are trying to accomplish a feat that even Peyton Manning couldn't pull off at Tennessee  #151; start at quarterback in the season-opener as a freshman.,2,5362.0
11363," WASHINGTON (Reuters) - A top Boeing Co. official said on  Friday he was optimistic the European Union would agree to end  government aid to develop new aircraft, which has helped its  chief rival Airbus grab more than half of the civil aircraft  market.",3,5363.0
11364," ATHENS (Reuters) - Ethiopian Kenenisa Bekele succeeded his  mentor Haile Gebrselassie as the Olympic 10,000 meters champion  Friday after an astonishing final lap in the longest track  event.",2,5364.0
11365,Zimbabwe's government unveils a bill which would ban many human rights groups and charities.,1,5365.0
11366,"WASHINGTON - The Sept. 11 commission closes down Saturday, but its members plan to continue testifying before Congress and traveling the country to try to get the government to improve homeland security...",1,5366.0
11367,"NAJAF, Iraq - A rebel cleric's militiamen kept their guns outside a holy site Friday after issuing a surprise offer to give up control of the Imam Ali Shrine to Shiite Muslim religious leaders, but negotiators wrangled into the night over getting the militants out of the compound.    The removal of weapons and pledge to hand over keys to religious authorities was seen as a big step toward a resolution of the two-week faceoff in Najaf that has killed dozens of people and wounded hundreds in fighting between Muqtada al-Sadr's militia and a joint U.S.-Iraq force...",1,5367.0
11368,"AFP - French pharmaceutical group Sanofi-Synthelabo formally announced the birth of Sanofi-Aventis, the world's third-largest pharmaceutical company, ranking number one in Europe.",1,5368.0
11369,AP - Team USA players promise NHL labor problems that could threaten the upcoming season won't be a distraction at the World Cup of Hockey.,2,5369.0
11370,"Canadian Press - REGINA (CP) - A judge has given lawyers for former NDP MP Dick Proctor more time to pore over federal voter lists as they try to force a byelection that could, if successful, ultimately shift the balance of power in the House of Commons.",1,5370.0
11371," HOUSTON (Reuters) - Lawyers for former Enron Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ENRNQ.PK target=/stocks/quickinfo/fullquote""&gt;ENRNQ.PK&lt;/A&gt; chief executive Jeffrey Skilling on Friday asked a  federal court to separate his trial from his former boss Ken  Lay's on charges linked to the downfall of the energy company.",3,5371.0
11372," WASHINGTON (Reuters) - Arch Coal Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ACI.N target=/stocks/quickinfo/fullquote""&gt;ACI.N&lt;/A&gt; said on  Friday it had completed the acquisition of rival Triton Coal  Co. after a U.S. appeals court denied the government's bid to  block the deal.",3,5372.0
11373,AP - Federal regulators Friday imposed a six-month freeze on the rates regional phone companies may charge their competitors to use networks to provide local service.,1,5373.0
11374,"AFP - Nicaragua and Taiwan opened talks aimed at drafting a free-trade deal by the end of 2005, officials said.",1,5374.0
11375,"Ziff Davis - Opinion: If the Linux desktop is ever to be more than a niche player, it needs a hand from PC vendors, including real support from the ones that already claim to back it.",4,5375.0
11376,"Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes.",2,5376.0
11377,The Miami Dolphins have asked Ricky Williams to return \$8.6 million they say the running back owes the team because he has decided to retire.,2,5377.0
11378,"Only 24 players finished the second round at Firestone South, but the forecast was for dry, cool weather the final two days.",2,5378.0
11379,"America Online Inc. is acknowledging an ""issue"" that allowed some of its members to gain access to online financial portfolios of other members. But the Internet service provider downplayed the incident, saying no personal identifying information such as usernames or credit card numbers was ever compromised.",4,5379.0
11380,Reuters - Lawyers for former Enron Corp.\(ENRNQ.PK) chief executive Jeffrey Skilling on Friday asked a\federal court to separate his trial from his former boss Ken\Lay's on charges linked to the downfall of the energy company.,3,5380.0
11381,"AP - Ryan Moore keeps rolling along in the U.S. Amateur, moving into the semifinals with a 3 and 2 victory over Jason Hartwick on Friday at Winged Foot Golf Club.",2,5381.0
11382," DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; on Friday  said Americans had no need to worry about talk of higher  federal gasoline taxes being used to curb their dependency on  foreign oil.",3,5382.0
11383," LOS ANGELES (Reuters) - Major League Baseball has approved  the creation of a national cable television channel devoted to  America's favorite pastime, but regular-season games may be  confined to the dugouts for the network's first year, a top  league official said on Friday.",2,5383.0
11384," WASHINGTON (Reuters) - U.S. officials have arrested two men  whom they accuse of funneling money to the Palestinian militant  group Hamas for the past 15 years, the Justice Department said  on Friday.",1,5384.0
11385," SANTIAGO, Chile (Reuters) - A Chilean judge has questioned  former dictator Augusto Pinochet about secret U.S. bank  accounts worth up to \$8 million, a member of Pinochet's legal  defense said on Friday.",1,5385.0
11386,"PLANTATION, Fla. - Pete Rose owes almost \$1 million in back federal taxes, but he is making monthly payments on the debt, his representative said Friday...",1,5386.0
11387,"LOS ANGELES - Courtney Love pleaded innocent Friday to a felony assault charge for allegedly attacking a woman with a liquor bottle at her ex-boyfriend's home in April.    The mercurial rocker, wearing a long black dress, was composed in court, responding to Los Angeles Superior Court Commissioner Dennis Mulcahy's questions with ""yes"" or ""no."" Outside, she appeared shaken while talking with reporters...",1,5387.0
